domain,date,title,emotion
bursamuhalif.com,2023-08-11,Hawaii’deki orman yangınlarında can kaybı 53’e yükseldi,sadness
bursamuhalif.com,2023-08-12,"Bursa’da motosikletli sürücü, direksiyon hakimiyetini kaybedince halk otobüsüne çarparak savruldu!",fear
bursamuhalif.com,2023-08-12,Kılıçdaroğlu’ndan ‘ittifak’ mesajı: Türkiye’yi düşünen muhalefet partileri bir araya gelir,hope
bursamuhalif.com,2023-08-13,Muğla’da yerleşim birimleri yakınında orman yangını!,fear
bursamuhalif.com,2023-08-13,Bursa’da kazaya gelen polis aracına motokurye çarptı,anger
bursamuhalif.com,2023-08-14,Diyanet’in yılın ilk yarısında yaptığı harcamalar yüzde 99 arttı,hope
bursamuhalif.com,2023-08-14,Tuzla tersanelerinde patlama: Ölü ve yaralı var,sadness
bursamuhalif.com,2023-08-15,Akılalmaz olay: Kediyi pembeye boyayıp sokağa saldılar!,disgust
bursamuhalif.com,2023-08-15,"Bursa’da virajı alamayan araç, karşı şeritten gelen cipe çarptı",fear
bursamuhalif.com,2023-08-16,Eşber Yağmurdereli yoğun bakıma kaldırıldı,fear
bursamuhalif.com,2023-08-16,Tekidağ’da kadın cinayeti,
bursamuhalif.com,2023-08-17,Canan Karatay’ın önerdiği Tereyağlı kahve çok konuşulmuştu: Bursalı diyetisyenden Hindistan cevizi yağlı kahve önerisi geldi!,
bursamuhalif.com,2023-08-17,"TÜİK verilerine göre işsizlik oranı yüzde 9,7 oldu",sadness
bursamuhalif.com,2023-08-18,İstanbul’da ünlü sanatçılara gözaltı,anger
bursamuhalif.com,2023-08-18,İmamoğlu: İstanbul yolculuğumuz kesindir,hope
bursamuhalif.com,2023-08-19,Bursa’da üç gün sürecek yelken heyecanı başladı,hope
bursamuhalif.com,2023-08-19,Taksici ile ‘kısa mesafe’ kavgası: Hayatını kaybeden Fas uyruklu şahıs Bursa’da defnedildi,sadness
bursamuhalif.com,2023-08-20,Merkez Bankası’ndan kur korumalı mevduat payına sınırlama,
bursamuhalif.com,2023-08-20,Geç ya da geçme Çanakkale köprüsü için her gün 500 bin Avro ödeniyor!,anger
bursamuhalif.com,2023-08-21,Yozgat’ta yolcu otobüsü şarampole uçtu 12 ölü! Ölenlerin kimlikleri belli oldu…,sadness
bursamuhalif.com,2023-08-21,Okullara imam atanmasını öngören proje laikliğe aykırı bulunmadı,anger
bursamuhalif.com,2023-08-22,Kocaeli’de büyük acı: Atama bekleyen öğretmen ölü bulundu,sadness
bursamuhalif.com,2023-08-22,Meriç’te kabus: Alevler arasında 18 ceset bulundu!,fear
bursamuhalif.com,2023-08-23,Memurlar için zam oranı belli oldu,hope
bursamuhalif.com,2023-08-23,Bursa’da ‘kayıp çocuk’ olayında yeni gelişme!,fear
bursamuhalif.com,2023-08-24,Bursa’da 5 ilçenin kaymakamı ve 2 vali yardımcısı değişti,
bursamuhalif.com,2023-08-24,Bursa’da serinlemek için göle giren çocuk boğuldu,sadness
bursamuhalif.com,2023-08-25,Bursa’da sanal oyun Pubg’de tartıştığı genci sokakta bıçakladı,anger
bursamuhalif.com,2023-08-25,Bursa’da birçok ilçe ve mahallede elektrik kesintisi olacak,
bursamuhalif.com,2023-08-26,Mudanya’da kraliçe incirinin hasadı başladı,happiness
bursamuhalif.com,2023-08-26,Bursa’da protez patili ‘Benek’ yürümeye başladı,happiness
bursamuhalif.com,2023-08-27,Ticaret Bakanlığından gizli fiyat artışlarına karşı uyarı,anger
bursamuhalif.com,2023-08-27,Bursa’da Hasanağa Mahallesi okulunu istiyor!,
bursamuhalif.com,2023-08-28,30 Ağustos’ta: Nilüfer Belediyesi Bursa’nın ilk ‘Yarı Maratonu’nu düzenliyor,hope
bursamuhalif.com,2023-08-28,Büyüme çağındaki çocuklarda bu hastalığa dikkat,fear
bursamuhalif.com,2023-08-29,"Bursa Milli Eğitim Müdürlüğü, EYT’den emekli olanlara fazladan ödeme yaptı",happiness
bursamuhalif.com,2023-08-29,Kılıçdaroğlu’ndan 30 Ağustos Zafer Bayramı paylaşımı,happiness
bursamuhalif.com,2023-08-30,Eski bakan havuzda hayatını kaybetti,sadness
bursamuhalif.com,2023-08-30,Erdoğan’dan 30 Ağustos Zafer Bayramı mesajı,
bursamuhalif.com,2023-08-31,İktidar böyle uygun gördü: Memur ve memur emeklisinin zammı belli oldu,happiness
bursamuhalif.com,2023-08-31,Bursa’da ‘Yola Devam’ ve ‘Esas’ ile 30 Ağustos coşkusu,happiness
bursamuhalif.com,2023-09-01,Erdoğan’dan sivil Anayasa çağrısı,
bursamuhalif.com,2023-09-01,Türkiye Kadın Voleybol Takımı finalde!,hope
bursamuhalif.com,2023-09-02,Bursalılar yağmura hazırlıksız yakalandı,sadness
bursamuhalif.com,2023-09-02,Bursa derbisini kazanan Karacabey oldu,happiness
bursamuhalif.com,2023-09-03,"Kılıçdaroğlu’ndan Erdoğan’a: Her sözü yalan ve iftira olan bir kişiden, utanmasını beklemiyorum",anger
bursamuhalif.com,2023-09-03,Meteoroloji’den 22 kente sarı ve turuncu kodlu uyarı!,fear
bursamuhalif.com,2023-09-04,LPG’ye zam yolda,anger
bursamuhalif.com,2023-09-04,Bursa’da AVM yakınında korkutan yangın,fear
bursamuhalif.com,2023-09-05,"İlk eşini öldürdü afla serbest kaldı, iki kadını daha öldürdü",anger
bursamuhalif.com,2023-09-05,Bursa’da kaybolan teknisyenden üzücü haber,sadness
bursamuhalif.com,2023-09-06,İstanbul-Diyarbakır seferini yapan uçağa yıldırım isabet etti,fear
bursamuhalif.com,2023-09-06,Mudanya’da evden kamyon dolusu çöp çıktı,disgust
bursamuhalif.com,2023-09-07,Piyasalarda günün ilk rakamları: Dolar ve Euro’da son durum,
bursamuhalif.com,2023-09-07,Karacabey longoz ormanları sonbaharda da güzel,happiness
bursamuhalif.com,2023-09-08,BUSKİ Çamaşır Deresi’nde çalışma başlattı,
bursamuhalif.com,2023-09-08,Bursa’da 1 kişinin öldüğü 3 kişinin yaralandığı kavga kamerada,sadness
bursamuhalif.com,2023-09-09,Erdoğan G20 Liderler Zirvesi için Hindistan’da,
bursamuhalif.com,2023-09-09,“Kuru Otlar Üstüne” Türkiye’nin Oscar adayı oldu,hope
bursamuhalif.com,2023-09-10,CHP İl Başkanı Adayı Yeşiltaş: “100. yılımızda Bursa’yı almak için geliyoruz”,hope
bursamuhalif.com,2023-09-10,Bursa’da iki otomobil kafa kafaya çarpıştı: 6 yaralı,fear
bursamuhalif.com,2023-09-11,Nilüferli futbolcular sezona hazırlanıyor,
bursamuhalif.com,2023-09-11,Bursa polisi bar cinayetinin failini Eskişehir’de yakalandı,fear
bursamuhalif.com,2023-09-12,Motorine dev zam: 40 TL’yi geçecek!,anger
bursamuhalif.com,2023-09-12,Bursalılar dikkat: Bir ilçede daha su kesintisi yapılacak,anger
bursamuhalif.com,2023-09-13,Yer Bursa! Kırmızıda geçen otomobil motosikletli kadına çarptı,anger
bursamuhalif.com,2023-09-13,Bursa’da kazanın ardından sopalı kavga,anger
bursamuhalif.com,2023-09-14,"EMEP Milletvekili Sevda Karaca, PIKTES öğretmenlerinin sorunlarını sordu",hope
bursamuhalif.com,2023-09-14,"18 yaşındaki Edanur, sokak ortasında vurularak öldürüldü",sadness
bursamuhalif.com,2023-09-15,Bursa’da 2 araç kafa kafaya çarpıştı: 1’i ağır 2 yaralı,sadness
bursamuhalif.com,2023-09-15,Eşinden habersiz ev satan adama kötü haber,anger
bursamuhalif.com,2023-09-16,Bolu’da orman yangı: Müdahale sürüyor,fear
bursamuhalif.com,2023-09-16,Eris varyantı Türkiye’de yeniden kısıtlamalara sebep olur mu?,fear
bursamuhalif.com,2023-09-17,Meteoroloji’den Bursa’ya yeni hafta uyarısı!,fear
bursamuhalif.com,2023-09-17,Emeklilere ‘100. yıl ikramiyesi’ gündemde,hope
bursamuhalif.com,2023-09-18,Adres Bursa: Balkonuna atılan yabancı madde elinde patladı,fear
bursamuhalif.com,2023-09-18,Bursaspor geçen sezonun 2 puan gerisinde kaldı,sadness
bursamuhalif.com,2023-09-19,Zorunlu trafik sigortasında yeni dönem,
bursamuhalif.com,2023-09-19,Bursa’da helikopter destekli uyuşturucu operasyonu,fear
bursamuhalif.com,2023-09-20,"Nilüfer Belediye Başkanı Erdem, gazilerle bir araya geldi",
bursamuhalif.com,2023-09-20,Osmaniye’de uyuşturucu operasyonunda silahlı çatışma: 1 asker hayatını kaybetti,sadness
bursamuhalif.com,2023-09-21,Sayıştay açıkladı: Cumhurbaşkanlığı geçen sene bir günde 14 Milyon TL harcadı,anger
bursamuhalif.com,2023-09-21,Mudanya Belediyesi Cumhuriyetin 100. yılına özel olarak düzenledi,hope
bursamuhalif.com,2023-09-22,Dünyanın en zehirli örümcekleri arasında gösterilen ‘Argiope lobata’ bir şehrimizde daha görüldü,fear
bursamuhalif.com,2023-09-22,Bursa’da genç memur kalp ameliyatında vefat etti,sadness
bursamuhalif.com,2023-09-23,Kütahya’daki orman yangını için Bursa’da da seferberlik,hope
bursamuhalif.com,2023-09-23,Ankara’da bir kişi Güvenpark’ta bulunan anıtı ateşe verdi,anger
bursamuhalif.com,2023-09-24,A Milli Kadın Voleybol Takımı namağlup Fransa yolcusu,hope
bursamuhalif.com,2023-09-24,Çocuklarda öğrenme güçlüğü: Bursalı uzmandan ‘disleksi’ uyarısı,fear
bursamuhalif.com,2023-09-25,Bursa’da otomobilin çarptığı bisikletli ağır yaralandı,sadness
bursamuhalif.com,2023-09-25,YKS ek yerleştirme sonuçları açıklandı,
bursamuhalif.com,2023-09-26,Starlink uyduları Çankırı semalarında görüldü,
bursamuhalif.com,2023-09-26,Bursa’da gece kulubü işletmecisinin katil zanlıları operasyonla yakalandı,fear
bursamuhalif.com,2023-09-27,Irak’ta düğün salonunda yangın: 115 kişi hayatını kaybetti,sadness
bursamuhalif.com,2023-09-27,"Bursa’da ayrıldığı kadın ve yanındaki arkadaşını öldüren polise, 2 kez ağırlaştırılmış müebbet",anger
bursamuhalif.com,2023-09-28,"Kültür ve Turizm Bakanlığı, Altın Portakal Film Festivali’nden çekildi",sadness
bursamuhalif.com,2023-09-28,Bursa’da 16 yaşındaki Sevcan 10 gündür kayıp,sadness
bursamuhalif.com,2023-09-29,"Bursa’da trafo patladı, ağaçlar ve otluk alan alev aldı!",fear
bursamuhalif.com,2023-09-29,AFAD açıkladı: Adıyaman’da deprem!,fear
bursamuhalif.com,2023-09-30,"Amasya’da yolcu otobüsü devrildi: 6 kişi hayatını kaybetti, çok sayıda yaralı var!",sadness
bursamuhalif.com,2023-09-30,İstanbul’da şüpheli ölüm: Genç avukat 11. kattan aşağı düştü,sadness
bursamuhalif.com,2023-10-01,Özel sektör öğretmenleri asgari ücret ve çalışma koşulları için mücadele ediyor,anger
bursamuhalif.com,2023-10-01,Bursa’da yolcu otobüsü şarampole uçtu: 2 yaralı,sadness
bursamuhalif.com,2023-10-02,Bursaspor Kulübü ‘1963 Ruhu Kampanyası’ başlattı,hope
bursamuhalif.com,2023-10-02,Vergisiz Telefon Modelleri ve Fiyatları: Öğrenciler için vergisiz telefon nasıl alınır ve şartları nelerdir?,hope
bursamuhalif.com,2023-10-03,Gözaltına alınan Ayşenur Arslan serbest bırakıldı,hope
bursamuhalif.com,2023-10-03,"İBB, Dilan Polat’a ait markanın reklamlarını otobüslerden söktü",anger
bursamuhalif.com,2023-10-04,Bursa’da ağaçta kalan kediyi kurtarmak isterken kendi mahsur kaldı,fear
bursamuhalif.com,2023-10-04,Bursa’da mobilya imalathanesinde korkutan yangın!,fear
bursamuhalif.com,2023-10-06,Bursa’da nadir görülen kızıl geyik görüntülendi,happiness
bursamuhalif.com,2023-10-06,Uludağ’ın yavru ayıları büyüdü,happiness
bursamuhalif.com,2023-10-07,TİP’in “Özgürlük Yürüyüşü” 7’nci gününde,
bursamuhalif.com,2023-10-07,Bursa’da halk otobüsü şoförü fenalaşan adamı hastaneye götürdü,hope
bursamuhalif.com,2023-10-10,Contact,
bursamuhalif.com,2023-10-10,Bursa’da 10 Ekim Katliamı’nın 8.yılı anıldı: Katliamın unutulmasına müsade etmeyeceğiz,anger
bursamuhalif.com,2023-10-11,"Cavit Çağlar, Bursaspor Kulübü’nü ziyaret etti",
bursamuhalif.com,2023-10-11,Suriye’den İsrail topraklarına çok sayıda hava topu atıldı,anger
bursamuhalif.com,2023-10-12,Bursa’nın dev su firmasına soruşturma!,anger
bursamuhalif.com,2023-10-12,Bursa Tabip Odası Başkanı Kumaş: Türkiye’de kamusal sağlık hizmeti bozuldu,anger
bursamuhalif.com,2023-10-13,İsrail ordusu duyurdu: Kara harekatı başladı,fear
bursamuhalif.com,2023-10-13,Dilan ve Engin Polat’ın mal varlıklarına dondurma kararı,anger
bursamuhalif.com,2023-10-14,Motorine dev zam yolda!,anger
bursamuhalif.com,2023-10-14,Uludağ’a çıkacaklar dikkat: Saatler güncellendi,hope
bursamuhalif.com,2023-10-15,"KESK Bursa, Amasra Maden Faciası’nı yıl dönümünde andı",sadness
bursamuhalif.com,2023-10-15,Yeşil Sol Parti’nin yeni ismi Halkların Eşitlik ve Demokrasi Partisi (HEDEP) olarak belirlendi,hope
bursamuhalif.com,2023-10-16,Özgür Özel’den Kılıçdaroğlu’na bol göndermeli Bura çıkarması…,anger
bursamuhalif.com,2023-10-16,CHP’den Karapınarlılara destek: Bursa’da ‘kentsel dönüşüm’ isyanı!,anger
bursamuhalif.com,2023-10-17,Türk askerinin görev süresi uzatıldı,hope
bursamuhalif.com,2023-10-17,"AB liderleri, İsrail-Filistin gündemiyle toplandı",hope
bursamuhalif.com,2023-10-18,AKP’li isim açıkladı: 3 günlük milli yas ilan edilecek,sadness
bursamuhalif.com,2023-10-18,Bursa Yaylacık’ta kaçak fabrika yıkıldı,anger
bursamuhalif.com,2023-10-19,Öztürk’ten ‘kontrolsüz göç’ eleştirisi: Gençler ülkeyi terk ediyor,sadness
bursamuhalif.com,2023-10-19,Bursa’da KYK protestosu: 4 kişilik odalar 6 kişiye çıkarıldı!,anger
bursamuhalif.com,2023-10-20,Bursa’da birçok ilçe ve mahallede elektrik kesintisi olacak!,fear
bursamuhalif.com,2023-10-20,Bursa’da kaza: Motokurye bisikletle çarpıştı 2 kişi yaralandı,fear
bursamuhalif.com,2023-10-21,Refah Sınır Kapısı’ndan Gazze’ye insani yardım girişi başladı,hope
bursamuhalif.com,2023-10-21,Birleşik Metal-İş Bursa Şube Başkanı Aydın: MESS’in dayatmalarını kabul etmeyeceğiz!,anger
bursamuhalif.com,2023-10-22,İsrail dünyaya duyurdu: Bir sonraki aşamaya geçeceğiz,hope
bursamuhalif.com,2023-10-22,Refah Sınır Kapısı’ndan ikinci yardım konvoyu geçti,
bursamuhalif.com,2023-10-23,Bursa’da mobilya fabrikasında yangın,fear
bursamuhalif.com,2023-10-23,Bursa’yı yeni haftada sıcak günler bekliyor!,happiness
bursamuhalif.com,2023-10-24,Bursa’da zeytin alım tavan ve taban fiyatı belli oldu,
bursamuhalif.com,2023-10-24,Bahçeli’den yeni İsrail açıklaması: Gazze’deki çocuklara kol kanat germek için yola revan olmazsam namerdim,hope
bursamuhalif.com,2023-10-25,Kayıhan Pala: Sağlık hizmetlerine erişimin önündeki engeller kaldırılmalıdır!,hope
bursamuhalif.com,2023-10-25,Bursa’da Jandarmadan tarihi eser operasyonu,hope
bursamuhalif.com,2023-10-26,"KYK yurdunda arızalanan asansör düştü, 1 öğrenci hayatını kaybetti",sadness
bursamuhalif.com,2023-10-26,29 Ekim Cumhuriyet Bayramı Gemlik’te coşkuyla kutlanacak,happiness
bursamuhalif.com,2023-10-27,TOFAŞ’ta kâr yüzde 146 arttı: Bir TOFAŞ işçisi Koç’a 3 milyon lira kazandırdı,happiness
bursamuhalif.com,2023-10-27,Bursa’da IŞİD operasyonu,fear
bursamuhalif.com,2023-10-28,Bursa’da İmam Hatip Lisesinden ‘Atatürk’süz ‘Yeni Türkiye Marşı’,anger
bursamuhalif.com,2023-10-28,Yunanistan’dan Türkiye’ye 1 yıllık vize sürprizi,hope
bursamuhalif.com,2023-10-29,CHP Bursa’dan Cumhuriyet yürüyüş: Bu vatanı bezirgan saltanatından kurtaracağız,hope
bursamuhalif.com,2023-10-29,Mudanya’da 100. yıl coşkusu denize taştı,happiness
bursamuhalif.com,2023-10-30,Bursa’da kararsız sürücü otobanda refüje girdi,fear
bursamuhalif.com,2023-10-30,Bursa sisli bir sabaha uyandı,sadness
bursamuhalif.com,2023-10-31,Bursa’da yasadışı avlanan kişiye 73 bin lira ceza kesildi,anger
bursamuhalif.com,2023-10-31,"Ordu’da KYK yurdunda asansör halatları koptu, öğrenciler hastaneye kaldırıldı",fear
bursamuhalif.com,2023-11-01,Refah sınır kapısı açıldı: Geçişler başladı,hope
bursamuhalif.com,2023-11-01,Bir sigara grubuna 5 TL zam geldi!,anger
bursamuhalif.com,2023-11-02,Bursa’da yaşlı adamı huzurevine götürmek için gelen yetkililer adamı tüfekle vurulmuş halde buldu!,sadness
bursamuhalif.com,2023-11-02,Bursa’da sağanak yağış hayatı olumsuz etkiledi,sadness
bursamuhalif.com,2023-11-03,Bursa’da et dürüm izdihamı!,happiness
bursamuhalif.com,2023-11-03,Bursa’da kamyonetin çarptığı bisikletli ağır yaralandı,sadness
bursamuhalif.com,2023-11-04,CHP 38. Olağan Kurultayı toplandı,
bursamuhalif.com,2023-11-04,Cumartesi Anneleri tüm engellemelere rağmen karanfilleri meydana bıraktı,hope
bursamuhalif.com,2023-11-05,CHP’nin Yeni Genel Başkanı Özgür Özel oldu,hope
bursamuhalif.com,2023-11-05,CHP’nin yeni Genel Başkanı Özgür Özel: Seferberlik ilan ediyorum,hope
bursamuhalif.com,2023-11-06,CHP’de sıra Parti Meclisi seçiminde,
bursamuhalif.com,2023-11-06,"Ekrem İmamoğlu, CHP Genel Başkanı Özgür Özel’i ziyaret etti",
bursamuhalif.com,2023-11-07,Bursa SMMM Odası: TÜRMOB’u meslektaşının hakkını korumaya davet ediyoruz,hope
bursamuhalif.com,2023-11-07,Metal toplu sözleşmesinde 4. görüşme: MESS işçi haklarını geriye götürmeyi hedefliyor,anger
bursamuhalif.com,2023-11-08,Bursa’da inşaattan düşen işçi yaralandı,sadness
bursamuhalif.com,2023-11-08,Bursa Su Kolektifi: Doğa torba yasaya sığmaz,hope
bursamuhalif.com,2023-11-09,Bursa güne yağmur ve şimşeklerle uyandı,happiness
bursamuhalif.com,2023-11-09,Bursa’da çocuklar çakmakla oynarken evi yakıyordu,fear
bursamuhalif.com,2023-11-10,"CHP, Anayasa Mahkemesi önünde: Bu bir yargı darbesinden öte açık ve derin bir devlet krizidir",anger
bursamuhalif.com,2023-11-10,Erdoğan’dan Yargıtay’a destek: AYM yanlışları arka arkaya yapar hale geldi,anger
bursamuhalif.com,2023-11-11,Bu kez gözaltı yok: Cumartesi Anneleri Galatasaray Meydanı’nda açıklama yaptı,hope
bursamuhalif.com,2023-11-11,Bursa’da ‘Cumhuriyet’in 100. yılı’ temalı satranç turnuvası,
bursamuhalif.com,2023-11-12,Bursa’da otomobil kontrolden çıkarak bariyerlere çarptı: Çok sayıda yaralı var,sadness
bursamuhalif.com,2023-11-12,İSİG: Ekim ayında en az 150 işçi hayatını kaybetti,sadness
bursamuhalif.com,2023-11-13,Peş peşe istifalar sonrası İyi Parti’den ilk açıklama,
bursamuhalif.com,2023-11-13,Club Deportivo Palestino’dan Filistin’e destek,hope
bursamuhalif.com,2023-11-14,Bursa’da dişi çekilen 5 yaşındaki çocuk hayatını kaybetti,sadness
bursamuhalif.com,2023-11-14,"Biden’dan Gazze Şeridi’ndeki esirlere: Dayanın, geliyoruz",hope
bursamuhalif.com,2023-11-15,Bursa’da düğünde ateş edip ölüme sebep olmuştu: Cezası belli oldu,anger
bursamuhalif.com,2023-11-15,KESK Bursa: En temel ihtiyaçlarımızı karşılarken bile borçlanıyoruz!,anger
bursamuhalif.com,2023-11-16,"Bursa’da motosikletle kamyon çarpıştı, 1 kişi yaralandı",fear
bursamuhalif.com,2023-11-16,Tanju Özcan: Cumhuriyet Halk Partisi’ne geri döneceğim diyebilirim,hope
bursamuhalif.com,2023-11-17,"Bursa’da yangın faciası…1,5 yaşındaki bebek hayatını kaybetti",sadness
bursamuhalif.com,2023-11-17,Metin Uca’nın cenaze programı belli oldu,sadness
bursamuhalif.com,2023-11-18,BUDO seferleri iptal oldu!,anger
bursamuhalif.com,2023-11-18,Bursa’da motosikletin önüne bebeğini koyup kilometrelerce ilerledi,disgust
bursamuhalif.com,2023-11-19,TÜİK açıkladı: Türkiye’nin ‘en mutlu’ ili belli oldu,happiness
bursamuhalif.com,2023-11-19,Kaybolan işçinin cenazesi tonlarca çöpün altında bulundu,sadness
bursamuhalif.com,2023-11-20,"Bursa’da kaza: Direğe çarptığı otomobilden fırlayan yurttaş, emekleyerek canını kurtardı",fear
bursamuhalif.com,2023-11-20,Milli voleybolcuya ‘asitli’ tehditte karar çıktı,fear
bursamuhalif.com,2023-11-21,Netanyahu’dan rehine açıklaması: İlerleme kaydediyoruz,hope
bursamuhalif.com,2023-11-21,Bursa’da yolda yanan kamyon kullanılamaz hale geldi,sadness
bursamuhalif.com,2023-11-22,Bursa’ya kar geliyor!,fear
bursamuhalif.com,2023-11-22,Bursa Mustafakemalpaşa Belediyesi’nin Öğretmenler Günü afişi tepki çekti,anger
bursamuhalif.com,2023-11-23,Bursalılar dikkat! Acemler’de trafik düzenlemesi,
bursamuhalif.com,2023-11-23,Bursa’da öğretmenlere 3 gün ücretsiz ulaşım desteği,happiness
bursamuhalif.com,2023-11-24,Mudanya’da hızlı tarama ile bina testi başladı,
bursamuhalif.com,2023-11-24,Bursa’da dereye düşüp akıntıya kapılan çocuğu yoldan geçen vatandaş kurtardı,hope
bursamuhalif.com,2023-11-25,Bursa’da deniz otobüsü seferleri iptal edildi,sadness
bursamuhalif.com,2023-11-25,Kadınlar susmuyor: İktidarın gerici politikalarına karşı kadın dayanışması çığ gibi büyüyor,hope
bursamuhalif.com,2023-11-26,Bursa cezaevi taşınacak mı?,fear
bursamuhalif.com,2023-11-26,AKP’de İBB Başkan adaylığı için 2 isim konuşuluyor,
bursamuhalif.com,2023-11-27,Yıldırım’da “Toplumsal Belediyecilik” paneli düzenlendi,
bursamuhalif.com,2023-11-27,Kimlikleri belli oldu: Trabzon’da 2 lise öğrencisini yükselen dalgalar yuttu,sadness
bursamuhalif.com,2023-11-28,Bursa’da okulda müftülük onaylı cami hizmeti,hope
bursamuhalif.com,2023-11-28,Bursa semalarında mercek bulutu görüldü,hope
bursamuhalif.com,2023-11-29,"Özgür Özel, Meral Akşener’i ziyaret edecek",hope
bursamuhalif.com,2023-11-29,Tarihi Kozahan’da 250 yaşındaki tarihi çınar fırtınaya dayanamadı,sadness
bursamuhalif.com,2023-11-30,Bursa’da meydana gel sel sularında can pazarı!,fear
bursamuhalif.com,2023-11-30,Altında rekor üstüne rekor!,happiness
bursamuhalif.com,2023-12-01,Özak Tekstil’de direniş beşinci gününde: Jandarma fabrikaya giden yolu kapattı,anger
bursamuhalif.com,2023-12-01,Bursa’da Köfteci Yusuf’u çapa ile soydu,anger
bursamuhalif.com,2023-12-02,Bursaspor liderden 1 puan kaptı!,happiness
bursamuhalif.com,2023-12-02,Çağdaş Söyleşiler: Gazeteciler Bursa’da ‘sansür’ü konuştu,hope
bursamuhalif.com,2023-12-03,Bozcaada ve Gökçeada’ya 2 gündür sefer yapılamıyor,sadness
bursamuhalif.com,2023-12-03,Bursa’da hava nasıl olacak?,
bursamuhalif.com,2023-12-04,Eğitim-İş fotoğrafları paylaştı ve sordu: Bursa’da kaç okul depreme dayanıksız?,fear
bursamuhalif.com,2023-12-04,Bursa’da deprem oldu,fear
bursamuhalif.com,2023-12-05,Bursa’da camdan atılan valiz bomba paniğine sebep oldu,fear
bursamuhalif.com,2023-12-05,Bursa’da kafasına demir parçaları düşen işçi yaralandı,sadness
bursamuhalif.com,2023-12-06,CHP Nilüfer Belediye Başkanlığı’na kimler aday oldu?,
bursamuhalif.com,2023-12-06,Uludağ’da renk cümbüşü havadan görüntülendi,happiness
bursamuhalif.com,2023-12-07,"Uzmanı, basit önlemlerle çocukları gripten korumanın yollarını anlattı",hope
bursamuhalif.com,2023-12-07,Erkan Baş’tan ittifak çağrısı: Erdoğan’a kaybettirmek için gireceğiz,anger
bursamuhalif.com,2023-12-08,BUDO seferleri iptal edildi,sadness
bursamuhalif.com,2023-12-08,Bursa’da tartıştığı taksi şoförünü boynundan bıçakladı,anger
bursamuhalif.com,2023-12-09,ABD ve Kanada’da salmonella salgını: 8 ölü,sadness
bursamuhalif.com,2023-12-09,Avukat Feyza Altun: Dilan ve Engin Polat çifti bana para teklif etti,disgust
bursamuhalif.com,2023-12-10,Zonguldak’ta heyelanda göçük altında kalan anne ve oğlunun cansız bedenine ulaşıldı,sadness
bursamuhalif.com,2023-12-10,Bursa’da topladığı 1 ton kapakla engelliler için tekerlekli sandalye aldı,happiness
bursamuhalif.com,2023-12-11,"CHP’li Aktuğ’dan, Büyükşehir Belediyesi’ne top sahası tepkisi: İş yapmıyorsunuz anladık bari pisletmeyin",anger
bursamuhalif.com,2023-12-11,Direnişteki Özak Tekstil işçilerine müdahale: 100’e yakın işçi gözaltına alındı,anger
bursamuhalif.com,2023-12-12,"Özgür Özel, yarın DEM Parti’yi ziyaret edecek",hope
bursamuhalif.com,2023-12-12,"Saadet Partisi Milletvekili Hasan Bitmez, TBMM kürsüsünde bayıldı",
bursamuhalif.com,2023-12-13,Bursaspor PFDK’ya sevk edildi,
bursamuhalif.com,2023-12-13,Bursa’da uyuşturucu operasyonu: 28 gözaltı,anger
bursamuhalif.com,2023-12-14,Marmara için dikkat çeken deprem uyarısı: İznik-Bursa hattında gerilmeler arttı,fear
bursamuhalif.com,2023-12-14,Trendyol 1. Lig’de 16 ve 17. hafta maçlarının programı açıklandı,hope
bursamuhalif.com,2023-12-15,Bursa sallanmaya devam ediyor!,hope
bursamuhalif.com,2023-12-15,Bursa Valiliğinden meteorolojik uyarı!,fear
bursamuhalif.com,2023-12-16,CHP’li bir vekil Saadet Partisi’ne geçti,anger
bursamuhalif.com,2023-12-16,İlaç fiyatlarına yüzde 25 zam geliyor,anger
bursamuhalif.com,2023-12-17,Canlı Yayın: Bursalılar zamlara ve yoksulluğa karşı Kent Meydanı’nda buluşuyor!,anger
bursamuhalif.com,2023-12-17,Bursa’da mağaza açılışında izdiham yaşandı,fear
bursamuhalif.com,2023-12-18,TÖBSEN Bursa: Eğitim çalışanları hakkettiği promosyonu talep etmeyecek alacak,anger
bursamuhalif.com,2023-12-18,Bursa’da genç işadamı ölümden döndü,fear
bursamuhalif.com,2023-12-19,Uludağ’da drift atan sürücülere 81 bin lira ceza kesildi,anger
bursamuhalif.com,2023-12-19,Karacabey Belediyespor deplasmanda farklı yenildi,sadness
bursamuhalif.com,2023-12-20,"32 ilde, yerel seçimlerde oy verme saatleri 07.00-16.00 olarak belirlendi",
bursamuhalif.com,2023-12-20,Bursa’da birçok fabrikada metal işçileri yemekhanede yaptıkları eylemle MESS’i protesto etti,anger
bursamuhalif.com,2023-12-21,Bursa’da metal işçileri greve çıktı,anger
bursamuhalif.com,2023-12-21,Bursaspor’da iki futbolcu daha kadro dışı kaldı,anger
bursamuhalif.com,2023-12-22,DİSK Bursa’dan seslendi: Bizim alın terimizle büyüyor bu ülke,hope
bursamuhalif.com,2023-12-22,Özak işçileri: Mücadelemizden vazgeçmeyeceğiz!,hope
bursamuhalif.com,2023-12-23,Bursa’da yolun karşısına geçmeye çalışan şahsa ticari taksi çarptı: 1 yaralı,sadness
